Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
4203709,Canelinha,9.004,5.372,5.231,6.726,3.877,10.603
4203808,Canoinhas,51.631,26.052,26.723,39.283,13.492,52.775
4203253,Capão Alto,3.020,1.431,1.322,962,1.791,2.753
4203907,Capinzal,19.955,10.236,10.535,17.756,3.015,20.771
4203956,Capivari de Baixo,18.561,10.503,11.186,19.828,1.861,21.689
4204004,Catanduvas,8.291,4.770,4.788,8.094,1.464,9.558
4204103,Caxambu do Sul,5.263,2.218,2.188,2.150,2.256,4.406
4204152,Celso Ramos,2.844,1.396,1.377,872,1.901,2.773
4204178,Cerro Negro,4.098,1.875,1.710,764,2.821,3.585
4204194,Chapadão do Lageado,2.561,1.426,1.338,515,2.249,2.764
4204202,Chapecó,146.967,90.638,92.923,168.159,15.402,183.561
4204251,Cocal do Sul,13.726,7.530,7.641,12.706,2.465,15.171
4204301,Concórdia,63.058,33.776,34.851,54.872,13.755,68.627
4204350,Cordilheira Alta,3.093,1.938,1.849,1.468,2.319,3.787
4204400,Coronel Freitas,10.535,5.189,5.024,6.067,4.146,10.213
4204459,Coronel Martins,2.388,1.260,1.198,685,1.773,2.458
4204558,Correia Pinto,17.026,7.381,7.413,12.021,2.773,14.794
4204509,Corupá,11.847,7.002,6.850,10.669,3.183,13.852
4204608,Criciúma,170.420,94.554,97.682,189.558,2.678,192.236
4204707,Cunha Porã,10.229,5.259,5.354,6.519,4.094,10.613
4204756,Cunhataí,1.822,1.004,878,569,1.313,1.882
4204806,Curitibanos,36.061,18.536,19.238,34.796,2.978,37.774
4204905,Descanso,9.129,4.357,4.281,4.297,4.341,8.638
4205001,Dionísio Cerqueira,14.250,7.407,7.394,10.182,4.619,14.801
4205100,Dona Emma,3.309,1.912,1.811,1.868,1.855,3.723
4205159,Doutor Pedrinho,3.082,1.794,1.810,2.019,1.585,3.604
4205175,Entre Rios,2.857,1.557,1.461,928,2.090,3.018
4205191,Ermo,2.057,1.066,984,619,1.431,2.050
4205209,Erval Velho,4.269,2.151,2.202,2.842,1.511,4.353
4205308,Faxinal dos Guedes,10.767,5.355,5.303,7.715,2.943,10.658
4205357,Flor do Sertão,1.612,827,761,328,1.260,1.588
4205407,Florianópolis,342.315,203.093,218.110,405.243,15.960,421.203
4205431,Formosa do Sul,2.725,1.327,1.274,1.084,1.517,2.601
4205456,Forquilhinha,18.348,11.309,11.239,18.426,4.122,22.548
4205506,Fraiburgo,32.948,17.161,17.394,30.294,4.261,34.555
4205555,Frei Rogério,2.971,1.290,1.190,706,1.774,2.480
4205605,Galvão,4.235,1.721,1.754,2.350,1.125,3.475
4205704,Garopaba,13.164,9.133,9.011,15.326,2.818,18.144
4205803,Garuva,11.378,7.539,7.223,11.462,3.300,14.762
4205902,Gaspar,46.414,28.675,29.283,47.107,10.851,57.958
4206009,Governador Celso Ramos,11.598,6.634,6.378,12.264,748,13.012
4206108,Grão Pará,5.817,3.235,2.988,3.019,3.204,6.223
4206207,Gravatal,10.799,5.283,5.353,4.444,6.192,10.636
4206306,Guabiruba,12.976,9.352,9.081,17.069,1.364,18.433
4206405,Guaraciaba,11.038,5.298,5.200,4.919,5.579,10.498
4206504,Guaramirim,23.794,17.849,17.337,28.055,7.131,35.186
4206603,Guarujá do Sul,4.696,2.402,2.506,2.655,2.253,4.908
4206652,Guatambú,4.702,2.467,2.208,1.749,2.926,4.675
4206702,Herval d'Oeste,20.044,10.494,10.739,18.845,2.388,21.233
4206751,Ibiam,1.955,981,964,695,1.250,1.945
4206801,Ibicaré,3.587,1.775,1.598,1.557,1.816,3.373
