Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
5202809,Avelinópolis,2.507,1.236,1.215,1.876,575,2.451
5203104,Baliza,2.270,2.043,1.671,1.094,2.620,3.714
5203203,Barro Alto,6.251,4.500,4.201,6.249,2.452,8.701
5203302,Bela Vista de Goiás,19.210,12.602,11.937,17.945,6.594,24.539
5203401,Bom Jardim de Goiás,8.068,4.304,4.119,6.349,2.074,8.423
5203500,Bom Jesus de Goiás,16.257,10.757,9.972,19.255,1.474,20.729
5203559,Bonfinópolis,5.353,3.777,3.759,7.021,515,7.536
5203575,Bonópolis,2.598,1.834,1.669,1.301,2.202,3.503
5203609,Brazabrantes,2.772,1.649,1.591,2.179,1.061,3.240
5203807,Britânia,5.279,2.809,2.700,4.543,966,5.509
5203906,Buriti Alegre,8.718,4.535,4.521,8.414,642,9.056
5203939,Buriti de Goiás,2.659,1.323,1.238,1.734,827,2.561
5203962,Buritinópolis,3.383,1.701,1.618,1.883,1.436,3.319
5204003,Cabeceiras,6.758,3.775,3.571,5.497,1.849,7.346
5204102,Cachoeira Alta,8.646,5.734,4.805,8.382,2.157,10.539
5204201,Cachoeira de Goiás,1.498,731,686,1.171,246,1.417
5204250,Cachoeira Dourada,8.525,4.184,4.083,5.368,2.899,8.267
5204300,Caçu,10.575,7.029,6.250,10.739,2.540,13.279
5204409,Caiapônia,14.673,8.500,8.234,12.257,4.477,16.734
5204508,Caldas Novas,49.660,34.995,35.468,67.693,2.770,70.463
5204557,Caldazinha,2.859,1.691,1.631,1.918,1.404,3.322
5204607,Campestre de Goiás,3.167,1.772,1.615,2.376,1.011,3.387
5204656,Campinaçu,3.707,1.933,1.721,2.175,1.479,3.654
5204706,Campinorte,9.641,5.703,5.412,8.999,2.116,11.115
5204805,Campo Alegre de Goiás,4.528,3.095,2.962,4.494,1.563,6.057
5204854,Campo Limpo de Goiás,0,3.185,3.085,5.309,961,6.270
5204904,Campos Belos,17.047,9.133,9.262,16.184,2.211,18.395
5204953,Campos Verdes,8.057,2.572,2.450,4.478,544,5.022
5205000,Carmo do Rio Verde,7.941,4.547,4.392,7.065,1.874,8.939
5205059,Castelândia,3.882,1.918,1.720,3.344,294,3.638
5205109,Catalão,64.347,43.470,43.127,81.020,5.577,86.597
5205208,Caturaí,4.330,2.390,2.280,3.655,1.015,4.670
5205307,Cavalcante,9.150,4.915,4.479,4.747,4.647,9.394
5205406,Ceres,22.209,10.119,10.567,19.753,933,20.686
5205455,Cezarina,6.514,3.873,3.675,5.598,1.950,7.548
5205471,Chapadão do Céu,3.778,3.660,3.344,5.879,1.125,7.004
5205497,Cidade Ocidental,40.377,27.416,28.467,43.613,12.270,55.883
5205513,Cocalzinho de Goiás,14.626,8.937,8.454,6.448,10.943,17.391
5205521,Colinas do Sul,3.702,1.838,1.685,2.525,998,3.523
5205703,Córrego do Ouro,2.973,1.337,1.292,1.632,997,2.629
5205802,Corumbá de Goiás,9.679,5.402,4.942,6.416,3.928,10.344
5205901,Corumbaíba,6.655,4.275,3.889,6.303,1.861,8.164
5206206,Cristalina,34.116,23.993,22.575,38.430,8.138,46.568
5206305,Cristianópolis,2.924,1.498,1.435,2.472,461,2.933
5206404,Crixás,14.673,8.252,7.510,12.325,3.437,15.762
5206503,Cromínia,3.660,1.794,1.761,2.675,880,3.555
