Código do município,Nome do município,Total da população 2000,Total de homens,Total de mulheres,Total da população urbana,Total da população rural,Total da população 2010
4302220,Boa Vista do Cadeado,0,1.257,1.184,472,1.969,2.441
4302238,Boa Vista do Incra,0,1.243,1.182,724,1.701,2.425
4302253,Boa Vista do Sul,2.840,1.467,1.311,391,2.387,2.778
4302303,Bom Jesus,12.014,5.720,5.836,8.595,2.961,11.556
4302352,Bom Princípio,9.494,6.031,5.761,9.201,2.591,11.792
4302378,Bom Progresso,2.831,1.167,1.161,1.146,1.182,2.328
4302402,Bom Retiro do Sul,10.788,5.655,5.817,9.162,2.310,11.472
4302451,Boqueirão do Leão,7.825,3.937,3.736,1.672,6.001,7.673
4302501,Bossoroca,7.757,3.510,3.377,3.682,3.205,6.887
4302584,Bozano,0,1.100,1.100,629,1.571,2.200
4302600,Braga,4.198,1.866,1.836,2.282,1.420,3.702
4302659,Brochier,4.372,2.399,2.278,2.296,2.381,4.677
4302709,Butiá,20.322,10.032,10.373,19.331,1.074,20.405
4302808,Caçapava do Sul,34.643,16.333,17.367,25.420,8.280,33.700
4302907,Cacequi,15.311,6.839,6.846,11.964,1.721,13.685
4303004,Cachoeira do Sul,87.873,40.381,43.446,71.699,12.128,83.827
4303103,Cachoeirinha,107.564,57.162,61.132,118.294,0,118.294
4303202,Cacique Doble,4.770,2.412,2.453,1.626,3.239,4.865
4303301,Caibaté,7.243,2.532,2.422,2.745,2.209,4.954
4303400,Caiçara,5.580,2.585,2.486,1.594,3.477,5.071
4303509,Camaquã,60.383,30.895,31.864,49.355,13.404,62.759
4303558,Camargo,2.498,1.291,1.300,1.095,1.496,2.591
4303608,Cambará do Sul,6.840,3.350,3.195,3.041,3.504,6.545
4303673,Campestre da Serra,3.170,1.674,1.573,1.232,2.015,3.247
4303707,Campina das Missões,7.014,3.055,3.062,2.188,3.929,6.117
4303806,Campinas do Sul,8.258,2.651,2.858,4.220,1.289,5.509
4303905,Campo Bom,54.018,29.474,30.607,57.345,2.736,60.081
4304002,Campo Novo,6.721,2.684,2.775,4.109,1.350,5.459
4304101,Campos Borges,3.785,1.754,1.740,2.006,1.488,3.494
4304200,Candelária,29.585,14.756,15.420,15.715,14.461,30.176
4304309,Cândido Godói,7.092,3.318,3.217,1.846,4.689,6.535
4304358,Candiota,8.065,4.486,4.290,2.600,6.176,8.776
4304408,Canela,33.625,19.127,20.111,35.840,3.398,39.238
4304507,Canguçu,51.447,26.857,26.411,19.696,33.572,53.268
4304606,Canoas,306.093,156.014,168.011,324.025,0,324.025
4304614,Canudos do Vale,0,959,848,411,1.396,1.807
4304622,Capão Bonito do Sul,0,942,811,499,1.254,1.753
4304630,Capão da Canoa,30.498,20.625,21.422,41.794,253,42.047
4304655,Capão do Cipó,0,1.625,1.482,519,2.588,3.107
4304663,Capão do Leão,23.718,11.962,12.332,22.378,1.916,24.294
4304689,Capela de Santana,10.032,5.845,5.768,6.915,4.698,11.613
4304697,Capitão,2.565,1.353,1.283,1.147,1.489,2.636
4304671,Capivari do Sul,3.107,1.935,1.955,3.230,660,3.890
4304713,Caraá,6.403,3.798,3.515,1.058,6.255,7.313
4304705,Carazinho,59.894,28.267,31.034,58.237,1.064,59.301
4304804,Carlos Barbosa,20.519,12.663,12.530,19.993,5.200,25.193
4304853,Carlos Gomes,1.912,833,774,378,1.229,1.607
4304903,Casca,8.440,4.241,4.407,5.087,3.561,8.648
4304952,Caseiros,2.899,1.517,1.490,1.488,1.519,3.007
4305009,Catuípe,10.198,4.590,4.733,5.998,3.325,9.323
4305108,Caxias do Sul,360.419,213.547,221.935,419.321,16.161,435.482
4305116,Centenário,3.127,1.542,1.425,949,2.018,2.967
4305124,Cerrito,6.925,3.214,3.190,3.747,2.657,6.404
4305132,Cerro Branco,4.297,2.225,2.229,1.274,3.180,4.454
4305157,Cerro Grande,2.601,1.209,1.208,830,1.587,2.417
4305173,Cerro Grande do Sul,8.273,5.361,4.919,2.486,7.794,10.280
4305207,Cerro Largo,12.665,6.617,6.672,10.571,2.718,13.289
4305306,Chapada,9.746,4.593,4.784,5.573,3.804,9.377
4305355,Charqueadas,29.961,19.574,15.789,34.533,830,35.363
4305371,Charrua,3.783,1.728,1.743,584,2.887,3.471
4305405,Chiapetta,4.481,1.975,2.069,2.470,1.574,4.044
4305439,Chuí,5.167,2.922,2.997,5.699,220,5.919
4305447,Chuvisca,4.502,2.603,2.341,273,4.671,4.944
4305454,Cidreira,8.882,6.231,6.423,12.251,403,12.654
4305504,Ciríaco,5.252,2.512,2.410,2.494,2.428,4.922
4305587,Colinas,2.462,1.209,1.211,1.105,1.315,2.420
4305603,Colorado,4.072,1.727,1.823,1.844,1.706,3.550
4305702,Condor,6.491,3.217,3.335,4.034,2.518,6.552
4305801,Constantina,11.667,4.769,4.972,6.497,3.244,9.741
4305835,Coqueiro Baixo,0,791,737,282,1.246,1.528
4305850,Coqueiros do Sul,2.695,1.255,1.202,904,1.553,2.457
4305871,Coronel Barros,2.454,1.219,1.240,1.093,1.366,2.459
4305900,Coronel Bicaco,8.435,3.801,3.947,5.068,2.680,7.748
4305934,Coronel Pilar,0,893,832,174,1.551,1.725
4305959,Cotiporã,4.093,2.033,1.884,2.048,1.869,3.917
4305975,Coxilha,2.979,1.388,1.438,1.739,1.087,2.826
4306007,Crissiumal,15.180,6.914,7.171,6.124,7.961,14.085
4306056,Cristal,6.632,3.686,3.594,4.077,3.203,7.280
4306072,Cristal do Sul,2.874,1.441,1.385,931,1.895,2.826
4306106,Cruz Alta,71.254,29.744,33.081,60.598,2.227,62.825
4306130,Cruzaltense,0,1.101,1.040,489,1.652,2.141
4306205,Cruzeiro do Sul,11.664,6.160,6.171,7.478,4.853,12.331
4306304,David Canabarro,4.740,2.410,2.273,1.912,2.771,4.683
4306320,Derrubadas,3.715,1.604,1.586,901,2.289,3.190
4306353,Dezesseis de Novembro,3.444,1.469,1.397,667,2.199,2.866
4306379,Dilermando de Aguiar,3.200,1.579,1.485,991,2.073,3.064
4306403,Dois Irmãos,22.435,13.651,13.921,27.276,296,27.572
4306429,Dois Irmãos das Missões,2.365,1.080,1.077,1.094,1.063,2.157
4306452,Dois Lajeados,3.224,1.654,1.626,1.563,1.717,3.280
4306502,Dom Feliciano,13.297,7.398,6.982,3.334,11.046,14.380
4306601,Dom Pedrito,40.410,19.119,19.797,35.275,3.641,38.916
4306551,Dom Pedro de Alcântara,2.636,1.342,1.208,739,1.811,2.550
4306700,Dona Francisca,3.902,1.678,1.723,2.146,1.255,3.401
4306734,Doutor Maurício Cardoso,6.329,2.646,2.667,2.619,2.694,5.313
4306759,Doutor Ricardo,2.128,1.035,995,693,1.337,2.030
4306767,Eldorado do Sul,27.268,16.997,17.338,30.792,3.543,34.335
4306809,Encantado,18.528,9.931,10.583,17.883,2.631,20.514
4306908,Encruzilhada do Sul,23.902,12.321,12.216,17.117,7.420,24.537
4306924,Engenho Velho,2.134,744,786,602,928,1.530
4306957,Entre Rios do Sul,3.491,1.556,1.524,2.130,950,3.080
4306932,Entre-Ijuís,9.702,4.415,4.523,4.893,4.045,8.938
4306973,Erebango,3.023,1.490,1.480,1.958,1.012,2.970
4307005,Erechim,90.347,46.232,49.873,90.570,5.535,96.105
4307054,Ernestina,3.941,1.562,1.526,1.671,1.417,3.088
4307203,Erval Grande,5.647,2.624,2.543,2.690,2.477,5.167
4307302,Erval Seco,9.177,3.920,3.958,3.437,4.441,7.878
4307401,Esmeralda,5.521,1.573,1.596,2.128,1.041,3.169
4307450,Esperança do Sul,3.755,1.650,1.622,844,2.428,3.272
4307500,Espumoso,16.185,7.530,7.710,11.131,4.109,15.240
4307559,Estação,6.228,2.951,3.060,5.119,892,6.011
4307609,Estância Velha,35.132,21.045,21.544,41.496,1.093,42.589
4307708,Esteio,80.048,38.945,41.724,80.562,107,80.669
4307807,Estrela,27.401,15.126,15.502,25.922,4.706,30.628
4307815,Estrela Velha,3.691,1.846,1.782,1.167,2.461,3.628
4307831,Eugênio de Castro,3.313,1.415,1.382,1.480,1.317,2.797
4307864,Fagundes Varela,2.471,1.300,1.279,1.293,1.286,2.579
4307906,Farroupilha,55.308,31.305,32.336,55.057,8.584,63.641
4308003,Faxinal do Soturno,6.841,3.274,3.398,4.175,2.497,6.672
4308052,Faxinalzinho,2.923,1.283,1.284,1.273,1.294,2.567
4308078,Fazenda Vilanova,2.833,1.856,1.841,2.013,1.684,3.697
4308102,Feliz,11.316,6.161,6.198,9.416,2.943,12.359
4308201,Flores da Cunha,23.678,13.556,13.579,20.862,6.273,27.135
4308250,Floriano Peixoto,2.361,1.081,937,292,1.726,2.018
4308300,Fontoura Xavier,11.473,5.458,5.254,4.093,6.619,10.712
4308409,Formigueiro,7.598,3.570,3.444,2.769,4.245,7.014
4308433,Forquetinha,0,1.261,1.212,465,2.008,2.473
4308458,Fortaleza dos Valos,5.079,2.241,2.336,2.993,1.584,4.577
4308508,Frederico Westphalen,26.759,14.132,14.716,23.338,5.510,28.848
4308607,Garibaldi,28.337,15.223,15.469,27.638,3.054,30.692
4308656,Garruchos,3.675,1.683,1.550,1.056,2.177,3.233
4308706,Gaurama,6.391,2.832,3.030,3.388,2.474,5.862
4308805,General Câmara,8.737,4.237,4.215,4.971,3.481,8.452
4308854,Gentil,1.771,889,788,723,954,1.677
4308904,Getúlio Vargas,16.509,7.850,8.306,13.864,2.292,16.156
4309001,Giruá,18.749,8.341,8.744,12.917,4.168,17.085
4309050,Glorinha,5.684,3.531,3.354,2.068,4.817,6.885
4309100,Gramado,28.593,15.685,16.615,29.039,3.261,32.300
4309126,Gramado dos Loureiros,2.543,1.151,1.118,526,1.743,2.269
4309159,Gramado Xavier,3.666,2.044,1.926,529,3.441,3.970
4309209,Gravataí,232.629,124.946,130.816,243.590,12.172,255.762
4309258,Guabiju,1.749,806,792,738,860,1.598
4309308,Guaíba,94.307,46.163,49.067,93.081,2.149,95.230
4309407,Guaporé,20.064,11.120,11.690,20.828,1.982,22.810
4309506,Guarani das Missões,8.990,3.951,4.164,5.030,3.085,8.115
4309555,Harmonia,3.659,2.150,2.104,2.456,1.798,4.254
